# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,
# Mon Jun  2 17:07:37 2025,,,,,,,,,,
#,,,,,,,,,,
# User preference: *,,,,,,,,,,
#,,,,,,,,,,
# CONSTRAINT:  order by pl_name asc,,,,,,,,,,
#,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,
# COLUMN hostname:       Host Name,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth Mass],,,,,,,,,,
# COLUMN pl_massj:       Planet Mass [Jupiter Mass],,,,,,,,,,
# COLUMN pl_msinie:      Planet Mass*sin(i) [Earth Mass],,,,,,,,,,
# COLUMN pl_msinij:      Planet Mass*sin(i) [Jupiter Mass],,,,,,,,,,
# COLUMN pl_cmasse:      Planet Mass*sin(i)/sin(i) [Earth Mass],,,,,,,,,,
# COLUMN pl_cmassj:      Planet Mass*sin(i)/sin(i) [Jupiter Mass],,,,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass],,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance,,,,,,,,,,
#,,,,,,,,,,
pl_name,hostname,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,2479.061575,7.8,NULL,NULL,NULL,NULL,2479.061575,7.8,Mass
CHXR 73 b,CHXR 73,3994.486,12.569,NULL,NULL,NULL,NULL,3994.486,12.569,Mass
CI Tau c,CI Tau,NULL,NULL,1144.182265,3.6,NULL,NULL,1144.182265,3.6,Msini
COCONUTS-2 b,COCONUTS-2 A,2542.627256,8,NULL,NULL,NULL,NULL,2542.627256,8,Mass
COCONUTS-2 b,COCONUTS-2 A,2002.318964,6.3,NULL,NULL,NULL,NULL,2002.318964,6.3,Mass
CT Cha b,CT Cha,5403,17,NULL,NULL,NULL,NULL,5403,17,Mass
CoRoT-1 b,CoRoT-1,340.0781,1.07,NULL,NULL,NULL,NULL,340.0781,1.07,Mass
CoRoT-1 b,CoRoT-1,327.3649,1.03,NULL,NULL,NULL,NULL,327.3649,1.03,Mass
CoRoT-1 b,CoRoT-1,359.1479,1.13,NULL,NULL,NULL,NULL,359.1479,1.13,Mass
CoRoT-1 b,CoRoT-1,390.9309,1.23,NULL,NULL,NULL,NULL,390.9309,1.23,Mass
CoRoT-1 b,CoRoT-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-1 b,CoRoT-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-1 b,CoRoT-1,327.35,1.03,NULL,NULL,NULL,NULL,327.35,1.03,Mass
CoRoT-10 b,CoRoT-10,874,2.75,NULL,NULL,NULL,NULL,874,2.75,Mass
CoRoT-10 b,CoRoT-10,867.6759,2.73,NULL,NULL,NULL,NULL,867.6759,2.73,Mass
CoRoT-10 b,CoRoT-10,883.5674,2.78,NULL,NULL,NULL,NULL,883.5674,2.78,Mass
CoRoT-10 b,CoRoT-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-11 b,CoRoT-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-11 b,CoRoT-11,832.7146,2.62,NULL,NULL,NULL,NULL,832.7146,2.62,Mass
CoRoT-11 b,CoRoT-11,743.7222,2.34,NULL,NULL,NULL,NULL,743.7222,2.34,Mass
CoRoT-11 b,CoRoT-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-11 b,CoRoT-11,791.3967,2.49,NULL,NULL,NULL,NULL,791.3967,2.49,Mass
CoRoT-11 b,CoRoT-11,740.51,2.33,NULL,NULL,NULL,NULL,740.51,2.33,Mass
CoRoT-11 b,CoRoT-11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-12 b,CoRoT-12,277.46559,0.873,NULL,NULL,NULL,NULL,277.46559,0.873,Mass
CoRoT-12 b,CoRoT-12,281.91521,0.887,NULL,NULL,NULL,NULL,281.91521,0.887,Mass
CoRoT-12 b,CoRoT-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-12 b,CoRoT-12,290.81445,0.915,NULL,NULL,NULL,NULL,290.81445,0.915,Mass
CoRoT-12 b,CoRoT-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-12 b,CoRoT-12,291.438,0.917,NULL,NULL,NULL,NULL,291.438,0.917,Mass
CoRoT-13 b,CoRoT-13,416.99296,1.312,NULL,NULL,NULL,NULL,416.99296,1.312,Mass
CoRoT-13 b,CoRoT-13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-13 b,CoRoT-13,415.704,1.308,NULL,NULL,NULL,NULL,415.704,1.308,Mass
CoRoT-13 b,CoRoT-13,423.03173,1.331,NULL,NULL,NULL,NULL,423.03173,1.331,Mass
CoRoT-13 b,CoRoT-13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-14 b,CoRoT-14,2437.7561,7.67,NULL,NULL,NULL,NULL,2437.7561,7.67,Mass
CoRoT-14 b,CoRoT-14,2358.2986,7.42,NULL,NULL,NULL,NULL,2358.2986,7.42,Mass
CoRoT-14 b,CoRoT-14,2415.4,7.6,NULL,NULL,NULL,NULL,2415.4,7.6,Mass
CoRoT-16 b,CoRoT-16,170.032,0.535,NULL,NULL,NULL,NULL,170.032,0.535,Mass
CoRoT-16 b,CoRoT-16,168.13207,0.529,NULL,NULL,NULL,NULL,168.13207,0.529,Mass
CoRoT-17 b,CoRoT-17,772.29,2.43,NULL,NULL,NULL,NULL,772.29,2.43,Mass
CoRoT-17 b,CoRoT-17,781.8618,2.46,NULL,NULL,NULL,NULL,781.8618,2.46,Mass
CoRoT-17 b,CoRoT-17,765.9703,2.41,NULL,NULL,NULL,NULL,765.9703,2.41,Mass
CoRoT-18 b,CoRoT-18,1102.82,3.47,NULL,NULL,NULL,NULL,1102.82,3.47,Mass
CoRoT-18 b,CoRoT-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-18 b,CoRoT-18,1039.3041,3.27,NULL,NULL,NULL,NULL,1039.3041,3.27,Mass
CoRoT-18 b,CoRoT-18,1099.6918,3.46,NULL,NULL,NULL,NULL,1099.6918,3.46,Mass
CoRoT-18 b,CoRoT-18,1048.839,3.3,NULL,NULL,NULL,NULL,1048.839,3.3,Mass
CoRoT-18 b,CoRoT-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-19 b,CoRoT-19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-19 b,CoRoT-19,352.78,1.11,NULL,NULL,NULL,NULL,352.78,1.11,Mass
CoRoT-19 b,CoRoT-19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-19 b,CoRoT-19,367.09365,1.155,NULL,NULL,NULL,NULL,367.09365,1.155,Mass
CoRoT-19 b,CoRoT-19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-19 b,CoRoT-19,346.4347,1.09,NULL,NULL,NULL,NULL,346.4347,1.09,Mass
CoRoT-2 b,CoRoT-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-2 b,CoRoT-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-2 b,CoRoT-2,1051.973,3.31,NULL,NULL,NULL,NULL,1051.973,3.31,Mass
CoRoT-2 b,CoRoT-2,1052.0173,3.31,NULL,NULL,NULL,NULL,1052.0173,3.31,Mass
CoRoT-2 b,CoRoT-2,1048.839,3.3,NULL,NULL,NULL,NULL,1048.839,3.3,Mass
CoRoT-2 b,CoRoT-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-2 b,CoRoT-2,1134.6531,3.57,NULL,NULL,NULL,NULL,1134.6531,3.57,Mass
CoRoT-2 b,CoRoT-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-2 b,CoRoT-2,1102.82,3.47,NULL,NULL,NULL,NULL,1102.82,3.47,Mass
CoRoT-2 b,CoRoT-2,1150.5446,3.62,NULL,NULL,NULL,NULL,1150.5446,3.62,Mass
CoRoT-2 b,CoRoT-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-2 b,CoRoT-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-20 b,CoRoT-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-20 b,CoRoT-20,1366.669,4.3,NULL,NULL,NULL,NULL,1366.669,4.3,Mass
CoRoT-20 b,CoRoT-20,1608.2198,5.06,NULL,NULL,NULL,NULL,1608.2198,5.06,Mass
CoRoT-20 b,CoRoT-20,1347.54,4.24,NULL,NULL,NULL,NULL,1347.54,4.24,Mass
CoRoT-20 b,CoRoT-20,1315.8162,4.14,NULL,NULL,NULL,NULL,1315.8162,4.14,Mass
CoRoT-20 b,CoRoT-20,1344.4209,4.23,NULL,NULL,NULL,NULL,1344.4209,4.23,Mass
CoRoT-20 c,CoRoT-20,NULL,NULL,5403.11,17,NULL,NULL,5403.11,17,Msini
CoRoT-21 b,CoRoT-21,705.5826,2.22,NULL,NULL,NULL,NULL,705.5826,2.22,Mass
CoRoT-21 b,CoRoT-21,718.2958,2.26,NULL,NULL,NULL,NULL,718.2958,2.26,Mass
CoRoT-22 b,CoRoT-22,12.2,0.038,NULL,NULL,NULL,NULL,12.2,0.038,Mass
CoRoT-23 b,CoRoT-23,982.0947,3.09,NULL,NULL,NULL,NULL,982.0947,3.09,Mass
CoRoT-23 b,CoRoT-23,972.5598,3.06,NULL,NULL,NULL,NULL,972.5598,3.06,Mass
CoRoT-23 b,CoRoT-23,889.9,2.8,NULL,NULL,NULL,NULL,889.9,2.8,Mass
CoRoT-24 b,CoRoT-24,5.7,0.018,NULL,NULL,NULL,NULL,5.7,0.018,Mass
CoRoT-24 c,CoRoT-24,28,0.088,NULL,NULL,NULL,NULL,28,0.088,Mass
CoRoT-25 b,CoRoT-25,85.81,0.27,NULL,NULL,NULL,NULL,85.81,0.27,Mass
CoRoT-25 b,CoRoT-25,93.12419,0.293,NULL,NULL,NULL,NULL,93.12419,0.293,Mass
CoRoT-26 b,CoRoT-26,184.3414,0.58,NULL,NULL,NULL,NULL,184.3414,0.58,Mass
CoRoT-26 b,CoRoT-26,165.26,0.52,NULL,NULL,NULL,NULL,165.26,0.52,Mass
CoRoT-27 b,CoRoT-27,3302.11,10.39,NULL,NULL,NULL,NULL,3302.11,10.39,Mass
CoRoT-27 b,CoRoT-27,3273.649,10.3,NULL,NULL,NULL,NULL,3273.649,10.3,Mass
CoRoT-28 b,CoRoT-28,152.87623,0.481,NULL,NULL,NULL,NULL,152.87623,0.481,Mass
CoRoT-28 b,CoRoT-28,153.82972,0.484,NULL,NULL,NULL,NULL,153.82972,0.484,Mass
CoRoT-29 b,CoRoT-29,266.9772,0.84,NULL,NULL,NULL,NULL,266.9772,0.84,Mass
CoRoT-29 b,CoRoT-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-29 b,CoRoT-29,270.1555,0.85,NULL,NULL,NULL,NULL,270.1555,0.85,Mass
CoRoT-3 b,CoRoT-3,6747.5309,21.23,NULL,NULL,NULL,NULL,6747.5309,21.23,Mass
CoRoT-3 b,CoRoT-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-3 b,CoRoT-3,6979.5468,21.96,NULL,NULL,NULL,NULL,6979.5468,21.96,Mass
CoRoT-3 b,CoRoT-3,6883.91,21.66,NULL,NULL,NULL,NULL,6883.91,21.66,Mass
CoRoT-3 b,CoRoT-3,6814.2752,21.44,NULL,NULL,NULL,NULL,6814.2752,21.44,Mass
CoRoT-30 b,CoRoT-30,921.707,2.9,NULL,NULL,NULL,NULL,921.707,2.9,Mass
CoRoT-31 b,CoRoT-31,266.9772,0.84,NULL,NULL,NULL,NULL,266.9772,0.84,Mass
CoRoT-35 b,CoRoT-35,349.6112477,1.1,NULL,NULL,NULL,NULL,349.6112477,1.1,Mass
CoRoT-36 b,CoRoT-36,216.1233168,0.68,NULL,NULL,NULL,NULL,216.1233168,0.68,Mass
CoRoT-4 b,CoRoT-4,228.83,0.72,NULL,NULL,NULL,NULL,228.83,0.72,Mass
CoRoT-4 b,CoRoT-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-4 b,CoRoT-4,223.43449,0.703,NULL,NULL,NULL,NULL,223.43449,0.703,Mass
CoRoT-4 b,CoRoT-4,232.33373,0.731,NULL,NULL,NULL,NULL,232.33373,0.731,Mass
CoRoT-5 b,CoRoT-5,145.88397,0.459,NULL,NULL,NULL,NULL,145.88397,0.459,Mass
CoRoT-5 b,CoRoT-5,151.92274,0.478,NULL,NULL,NULL,NULL,151.92274,0.478,Mass
CoRoT-5 b,CoRoT-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-5 b,CoRoT-5,148.42,0.467,NULL,NULL,NULL,NULL,148.42,0.467,Mass
CoRoT-5 b,CoRoT-5,149.3801,0.47,NULL,NULL,NULL,NULL,149.3801,0.47,Mass
CoRoT-5 b,CoRoT-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-6 b,CoRoT-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-6 b,CoRoT-6,940.7768,2.96,NULL,NULL,NULL,NULL,940.7768,2.96,Mass
CoRoT-6 b,CoRoT-6,940.74,2.96,NULL,NULL,NULL,NULL,940.74,2.96,Mass
CoRoT-6 b,CoRoT-6,937.5985,2.95,NULL,NULL,NULL,NULL,937.5985,2.95,Mass
CoRoT-7 b,CoRoT-7,6.056,0.01905431,NULL,NULL,NULL,NULL,6.056,0.01905431,Mass
CoRoT-7 b,CoRoT-7,4.6,0.01447315,NULL,NULL,NULL,NULL,4.6,0.01447315,Mass
CoRoT-7 b,CoRoT-7,4.07660518,0.01282637,NULL,NULL,NULL,NULL,4.07660518,0.01282637,Mass
CoRoT-7 b,CoRoT-7,6.99226,0.022,NULL,NULL,NULL,NULL,6.99226,0.022,Mass
CoRoT-7 b,CoRoT-7,5.74,0.018,NULL,NULL,NULL,NULL,5.74,0.018,Mass
CoRoT-7 b,CoRoT-7,21,0.066,NULL,NULL,NULL,NULL,21,0.066,Mass
CoRoT-7 b,CoRoT-7,4.8,0.01510241,NULL,NULL,NULL,NULL,4.8,0.01510241,Mass
CoRoT-7 b,CoRoT-7,4.73,0.015,NULL,NULL,NULL,NULL,4.73,0.015,Mass
CoRoT-7 c,CoRoT-7,8.4,0.02642922,NULL,NULL,NULL,NULL,8.4,0.02642922,Mass
CoRoT-7 c,CoRoT-7,13.289,0.04181187,NULL,NULL,NULL,NULL,13.289,0.04181187,Mass
CoRoT-7 c,CoRoT-7,13.56,0.043,NULL,NULL,NULL,NULL,13.56,0.043,Mass
CoRoT-7 d,CoRoT-7,17.142,0.05393476,NULL,NULL,NULL,NULL,17.142,0.05393476,Mass
CoRoT-8 b,CoRoT-8,69.28694,0.218,NULL,NULL,NULL,NULL,69.28694,0.218,Mass
CoRoT-8 b,CoRoT-8,68.65128,0.216,NULL,NULL,NULL,NULL,68.65128,0.216,Mass
CoRoT-8 b,CoRoT-8,69.28694,0.218,NULL,NULL,NULL,NULL,69.28694,0.218,Mass
CoRoT-8 b,CoRoT-8,69.92,0.22,NULL,NULL,NULL,NULL,69.92,0.22,Mass
CoRoT-9 b,CoRoT-9,266.97,0.84,NULL,NULL,NULL,NULL,266.97,0.84,Mass
CoRoT-9 b,CoRoT-9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CoRoT-9 b,CoRoT-9,268.88418,0.846,NULL,NULL,NULL,NULL,268.88418,0.846,Mass
CoRoT-9 b,CoRoT-9,262.52758,0.826,NULL,NULL,NULL,NULL,262.52758,0.826,Mass
CoRoT-9 b,CoRoT-9,266.9772,0.84,NULL,NULL,NULL,NULL,266.9772,0.84,Mass
CoRoTID 223977153 b,CoRoTID 223977153,47.6745,0.15,NULL,NULL,NULL,NULL,47.6745,0.15,Mass
CoRoTID 223977153 b,CoRoTID 223977153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DE CVn b,DE CVn,NULL,NULL,3813.96,12,3823.273302,12.02930278,3823.273302,12.02930278,Msin(i)/sin(i)
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,9057.77,28.5,NULL,NULL,NULL,NULL,9057.77,28.5,Mass
DH Tau b,DH Tau,3496,11,NULL,NULL,NULL,NULL,3496,11,Mass
DH Tau b,DH Tau,3496.13,11,NULL,NULL,NULL,NULL,3496.13,11,Mass
DMPP-1 b,DMPP-1,NULL,NULL,24.27,0.07636158,NULL,NULL,24.27,0.07636158,Msini
DMPP-1 c,DMPP-1,NULL,NULL,9.6,0.03020483,NULL,NULL,9.6,0.03020483,Msini
DMPP-1 d,DMPP-1,NULL,NULL,3.35,0.01054023,NULL,NULL,3.35,0.01054023,Msini
DMPP-1 e,DMPP-1,NULL,NULL,4.13,0.01299437,NULL,NULL,4.13,0.01299437,Msini
DMPP-2 b,DMPP-2,NULL,NULL,138.89171,0.437,NULL,NULL,138.89171,0.437,Msini
DMPP-3 A b,DMPP-3 A,NULL,NULL,2.58,0.00811755,NULL,NULL,2.58,0.00811755,Msini
DMPP-3 A b,DMPP-3 A,NULL,NULL,2.58,0.00811755,NULL,NULL,2.58,0.00811755,Msini
DMPP-4 b,DMPP-4,NULL,NULL,12.2,0.03838549,NULL,NULL,12.2,0.03838549,Msini
DP Leo b,DP Leo,1995.88832,6.28,NULL,NULL,NULL,NULL,1995.88832,6.28,Mass
DP Leo b,DP Leo,NULL,NULL,1922.79,6.05,NULL,NULL,1922.79,6.05,Msini
DS Tuc A b,DS Tuc A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DS Tuc A b,DS Tuc A,413.179,1.3,NULL,NULL,NULL,NULL,413.179,1.3,Mass
DS Tuc A b,DS Tuc A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 201170410.02,EPIC 201170410,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 201238110 b,EPIC 201238110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 201238110 b,EPIC 201238110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 201427007 b,EPIC 201427007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 201497682 b,EPIC 201497682,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 201595106 b,EPIC 201595106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 201595106 b,EPIC 201595106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 201595106 b,EPIC 201595106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 201595106 b,EPIC 201595106,7.67,0.02413252,NULL,NULL,NULL,NULL,7.67,0.02413252,Mass
EPIC 201615463 c,K2-166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 201754305 d,K2-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 201757695.02,EPIC 201757695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 201833600 c,K2-50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 201833600 c,K2-50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 201841433 b,EPIC 201841433,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 201841433 b,EPIC 201841433,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 201841433 b,EPIC 201841433,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 205950854 c,K2-168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 205950854 c,K2-168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 205950854 c,K2-168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206024342 b,EPIC 206024342,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206024342 b,EPIC 206024342,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206024342 c,EPIC 206024342,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206024342 c,EPIC 206024342,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206024342 c,EPIC 206024342,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206024342 d,EPIC 206024342,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206024342 d,EPIC 206024342,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206024342 d,EPIC 206024342,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206024342 d,EPIC 206024342,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206032309 b,EPIC 206032309,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206042996 b,EPIC 206042996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206042996 b,EPIC 206042996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206042996 b,EPIC 206042996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206042996 c,EPIC 206042996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206042996 c,EPIC 206042996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206215704 b,EPIC 206215704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206215704 b,EPIC 206215704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206215704 b,EPIC 206215704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206317286 b,EPIC 206317286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206317286 b,EPIC 206317286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206317286 c,EPIC 206317286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206317286 c,EPIC 206317286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 206317286 c,EPIC 206317286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 211822797 b,EPIC 211822797,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 211822797 b,EPIC 211822797,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 211822797 b,EPIC 211822797,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 211822797 b,EPIC 211822797,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 211822797 b,EPIC 211822797,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 211822797 b,EPIC 211822797,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 211945201 b,EPIC 211945201,27,0.08495107,NULL,NULL,NULL,NULL,27,0.08495107,Mass
EPIC 211945201 b,EPIC 211945201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 211945201 b,EPIC 211945201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 211945201 b,EPIC 211945201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 211945201 b,EPIC 211945201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 211945201 b,EPIC 211945201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 211945201 b,EPIC 211945201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 211945201 b,EPIC 211945201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 211945201 b,EPIC 211945201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 211945201 b,EPIC 211945201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212297394 b,EPIC 212297394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212297394 b,EPIC 212297394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212297394 b,EPIC 212297394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212297394 c,EPIC 212297394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212297394 c,EPIC 212297394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212297394 c,EPIC 212297394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212424622 b,EPIC 212424622,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212424622 b,EPIC 212424622,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212499991 b,EPIC 212499991,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212587672 b,EPIC 212587672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212587672 b,EPIC 212587672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212587672 b,EPIC 212587672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212587672 c,EPIC 212587672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212587672 c,EPIC 212587672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212587672 c,EPIC 212587672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212587672 c,EPIC 212587672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212587672 c,EPIC 212587672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212587672 c,EPIC 212587672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212624936 b,EPIC 212624936,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212624936 c,EPIC 212624936,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212624936 c,EPIC 212624936,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212737443 b,EPIC 212737443,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EPIC 212737443 b,EPIC 212737443,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
